Source Audio,Part,Début (sec),Début (min:sec),Distance,Status,Validation_Humaine,Commentaire
ml17_280a_0144_part42.wav,42,210,3:30,0.1104,RAS,A_VALIDER,
ml18_294b_0076_part52.wav,52,260,4:20,0.1104,RAS,A_VALIDER,
ml19_292b_0026_part28.wav,28,140,2:20,0.1101,RAS,A_VALIDER,
ml19_292a_0007_part9.wav,9,45,0:45,0.1101,RAS,A_VALIDER,
ml17_280a_0144_part3.wav,3,15,0:15,0.11,RAS,A_VALIDER,
ml18_294b_0042_part12.wav,12,60,1:00,0.11,RAS,A_VALIDER,
ml17_280a_0088_part124.wav,124,620,10:20,0.1099,RAS,A_VALIDER,
ml17_280a_0083_part56.wav,56,280,4:40,0.1099,RAS,A_VALIDER,
ml17_280a_0088_part97.wav,97,485,8:05,0.1099,RAS,A_VALIDER,
ml18_294b_0076_part19.wav,19,95,1:35,0.1098,RAS,A_VALIDER,
ml17_280a_0144_part118.wav,118,590,9:50,0.1097,RAS,A_VALIDER,
ml17_280a_0088_part46.wav,46,230,3:50,0.1092,RAS,A_VALIDER,
ml19_293a_0015_part13.wav,13,65,1:05,0.1092,RAS,A_VALIDER,
ml17_280a_0088_part37.wav,37,185,3:05,0.1092,RAS,A_VALIDER,
ml19_292a_0030_part50.wav,50,250,4:10,0.1091,RAS,A_VALIDER,
ml17_280a_0088_part129.wav,129,645,10:45,0.1091,RAS,A_VALIDER,
ml19_292b_0026_part34.wav,34,170,2:50,0.1091,RAS,A_VALIDER,
ml17_280a_0088_part28.wav,28,140,2:20,0.1087,RAS,A_VALIDER,
ml18_294b_0076_part14.wav,14,70,1:10,0.1085,RAS,A_VALIDER,
ml19_293a_0015_part95.wav,95,475,7:55,0.1084,RAS,A_VALIDER,
ml19_293a_0015_part16.wav,16,80,1:20,0.1084,RAS,A_VALIDER,
ml19_292a_0007_part8.wav,8,40,0:40,0.1083,RAS,A_VALIDER,
ml17_280a_0144_part38.wav,38,190,3:10,0.1083,RAS,A_VALIDER,
ml18_294b_0042_part33.wav,33,165,2:45,0.1083,RAS,A_VALIDER,
ml18_294b_0076_part75.wav,75,375,6:15,0.1082,RAS,A_VALIDER,
ml17_280a_0088_part5.wav,5,25,0:25,0.1081,RAS,A_VALIDER,
ml18_294b_0076_part30.wav,30,150,2:30,0.1081,RAS,A_VALIDER,
ml17_280a_0144_part70.wav,70,350,5:50,0.1081,RAS,A_VALIDER,
ml18_294b_0076_part2.wav,2,10,0:10,0.1078,RAS,A_VALIDER,
ml17_280a_0088_part84.wav,84,420,7:00,0.1077,RAS,A_VALIDER,
ml18_294b_0013_part79.wav,79,395,6:35,0.1077,RAS,A_VALIDER,
ml18_294b_0042_part17.wav,17,85,1:25,0.1076,RAS,A_VALIDER,
ml19_292a_0030_part40.wav,40,200,3:20,0.1069,RAS,A_VALIDER,
ml17_280a_0088_part50.wav,50,250,4:10,0.1068,RAS,A_VALIDER,
ml19_293a_0066_part31.wav,31,155,2:35,0.1067,RAS,A_VALIDER,
ml18_294b_0076_part72.wav,72,360,6:00,0.1065,RAS,A_VALIDER,
ml17_280a_0088_part63.wav,63,315,5:15,0.1062,RAS,A_VALIDER,
ml19_292a_0030_part88.wav,88,440,7:20,0.106,RAS,A_VALIDER,
ml19_292a_0030_part12.wav,12,60,1:00,0.106,RAS,A_VALIDER,
ml17_280a_0088_part24.wav,24,120,2:00,0.1056,RAS,A_VALIDER,
ml19_293a_0066_part46.wav,46,230,3:50,0.1056,RAS,A_VALIDER,
ml19_292a_0030_part27.wav,27,135,2:15,0.1056,RAS,A_VALIDER,
ml19_293a_0015_part51.wav,51,255,4:15,0.1054,RAS,A_VALIDER,
ml18_294b_0013_part88.wav,88,440,7:20,0.1051,RAS,A_VALIDER,
ml19_293a_0015_part59.wav,59,295,4:55,0.1051,RAS,A_VALIDER,
ml19_293a_0015_part69.wav,69,345,5:45,0.105,RAS,A_VALIDER,
ml19_293a_0066_part44.wav,44,220,3:40,0.105,RAS,A_VALIDER,
ml19_292a_0030_part47.wav,47,235,3:55,0.1048,RAS,A_VALIDER,
ml19_292a_0007_part40.wav,40,200,3:20,0.1047,RAS,RAS,
ml19_292a_0007_part24.wav,24,120,2:00,0.1047,RAS,A_VALIDER,
ml17_280a_0088_part144.wav,144,720,12:00,0.1042,RAS,A_VALIDER,
ml19_293a_0015_part66.wav,66,330,5:30,0.1042,RAS,A_VALIDER,
ml19_293a_0015_part85.wav,85,425,7:05,0.104,RAS,A_VALIDER,
ml19_293a_0015_part105.wav,105,525,8:45,0.1035,RAS,A_VALIDER,
ml18_296a_0007_part0.wav,0,0,0:00,0.1031,RAS,RAS,
ml19_292a_0007_part5.wav,5,25,0:25,0.1031,RAS,RAS,
ml17_280a_0144_part141.wav,141,705,11:45,0.1031,RAS,RAS,
ml19_292a_0030_part28.wav,28,140,2:20,0.103,RAS,RAS,
ml19_293a_0015_part74.wav,74,370,6:10,0.103,RAS,RAS,
ml17_280a_0144_part65.wav,65,325,5:25,0.103,RAS,RAS,
ml19_293a_0066_part93.wav,93,465,7:45,0.1026,RAS,RAS,
ml17_280a_0088_part150.wav,150,750,12:30,0.1025,RAS,RAS,
ml19_292b_0026_part21.wav,21,105,1:45,0.1024,RAS,RAS,
ml19_293a_0066_part54.wav,54,270,4:30,0.1023,RAS,RAS,
ml18_294b_0013_part94.wav,94,470,7:50,0.1023,RAS,RAS,
ml17_280a_0088_part65.wav,65,325,5:25,0.1023,RAS,RAS,
ml19_293a_0015_part73.wav,73,365,6:05,0.1022,RAS,RAS,
ml18_296a_0007_part23.wav,23,115,1:55,0.1022,RAS,RAS,
ml17_280a_0088_part156.wav,156,780,13:00,0.1022,RAS,RAS,
ml19_292a_0030_part24.wav,24,120,2:00,0.1022,RAS,RAS,
ml17_280a_0088_part52.wav,52,260,4:20,0.1021,RAS,RAS,
ml17_280a_0083_part71.wav,71,355,5:55,0.1019,RAS,RAS,
ml17_280a_0088_part99.wav,99,495,8:15,0.1017,RAS,RAS,
ml18_294b_0042_part23.wav,23,115,1:55,0.1016,RAS,RAS,
ml17_280a_0088_part136.wav,136,680,11:20,0.1015,RAS,RAS,
ml17_280a_0088_part44.wav,44,220,3:40,0.1014,RAS,RAS,
ml19_293a_0015_part86.wav,86,430,7:10,0.1012,RAS,RAS,
ml19_292a_0030_part89.wav,89,445,7:25,0.1011,RAS,RAS,
ml17_280a_0144_part51.wav,51,255,4:15,0.1011,RAS,RAS,
ml17_280a_0144_part45.wav,45,225,3:45,0.101,RAS,RAS,
ml17_280a_0088_part1.wav,1,5,0:05,0.1009,RAS,RAS,
ml19_292a_0030_part31.wav,31,155,2:35,0.1008,RAS,RAS,
ml19_292a_0030_part18.wav,18,90,1:30,0.1008,RAS,RAS,
ml19_292a_0030_part16.wav,16,80,1:20,0.1008,RAS,RAS,
ml17_280a_0144_part61.wav,61,305,5:05,0.1008,RAS,RAS,
ml19_293a_0015_part60.wav,60,300,5:00,0.1006,RAS,RAS,
ml19_293a_0015_part55.wav,55,275,4:35,0.1005,RAS,RAS,
ml17_280a_0088_part91.wav,91,455,7:35,0.1005,RAS,RAS,
ml19_292a_0030_part45.wav,45,225,3:45,0.1002,RAS,RAS,
ml17_280a_0083_part62.wav,62,310,5:10,0.1002,RAS,RAS,
ml17_280a_0088_part47.wav,47,235,3:55,0.1001,RAS,RAS,
ml17_280a_0088_part95.wav,95,475,7:55,0.1,RAS,RAS,
ml18_294b_0042_part49.wav,49,245,4:05,0.1,RAS,RAS,
ml19_292a_0030_part25.wav,25,125,2:05,0.1,RAS,RAS,
ml19_293a_0066_part69.wav,69,345,5:45,0.1,RAS,RAS,
ml19_292a_0007_part26.wav,26,130,2:10,0.0999,RAS,RAS,
ml18_294b_0076_part47.wav,47,235,3:55,0.0999,RAS,RAS,
ml19_293a_0015_part9.wav,9,45,0:45,0.0997,RAS,RAS,
ml19_293a_0015_part45.wav,45,225,3:45,0.0992,RAS,RAS,
