Source Audio,Part,Start(sec),Start (min:sec),Distance,Status,Human_validation,Comment
ml17_280a_0115_part4.wav,4,20,0:20,0.2753,Void,To_validate,
ml17_280a_0174_part18.wav,18,90,1:30,0.2753,Void,To_validate,
ml17_280a_0097_part14.wav,14,70,1:10,0.2753,Void,To_validate,
ml17_280a_0124_part10.wav,10,50,0:50,0.2753,Void,To_validate,
ml17_280a_0079_part13.wav,13,65,1:05,0.2753,Void,To_validate,
ml17_280a_0124_part12.wav,12,60,1:00,0.2752,Void,To_validate,
ml17_280a_0149_part18.wav,18,90,1:30,0.2751,Void,To_validate,
ml17_280a_0141_part3.wav,3,15,0:15,0.275,Void,To_validate,
ml17_280a_0174_part15.wav,15,75,1:15,0.275,Void,To_validate,
ml17_280a_0103_part11.wav,11,55,0:55,0.2749,Void,To_validate,
ml17_280a_0021_part41.wav,41,205,3:25,0.2749,Void,To_validate,
ml17_280a_0141_part51.wav,51,255,4:15,0.2749,Void,To_validate,
ml17_280a_0135_part24.wav,24,120,2:00,0.2749,Void,To_validate,
ml17_280a_0128_part11.wav,11,55,0:55,0.2748,Void,To_validate,
ml17_280a_0084_part43.wav,43,215,3:35,0.2748,Void,To_validate,
ml17_280a_0153_part58.wav,58,290,4:50,0.2748,Void,To_validate,
ml17_280a_0133_part9.wav,9,45,0:45,0.2747,Void,To_validate,
ml17_280a_0076_part0.wav,0,0,0:00,0.2747,Void,To_validate,
ml17_280a_0144_part14.wav,14,70,1:10,0.2745,Void,To_validate,
ml17_280a_0154_part14.wav,14,70,1:10,0.2745,Void,To_validate,
ml17_280a_0144_part33.wav,33,165,2:45,0.2745,Void,To_validate,
ml17_280a_0033_part8.wav,8,40,0:40,0.2745,Void,To_validate,
ml17_280a_0084_part18.wav,18,90,1:30,0.2744,Void,To_validate,
ml17_280a_0036_part59.wav,59,295,4:55,0.2744,Void,To_validate,
ml17_280a_0049_part42.wav,42,210,3:30,0.2744,Void,To_validate,
ml17_280a_0143_part49.wav,49,245,4:05,0.2744,Void,To_validate,
ml17_280a_0011_part4.wav,4,20,0:20,0.2743,Void,To_validate,
ml17_280a_0019_part31.wav,31,155,2:35,0.2743,Void,To_validate,
ml17_280a_0129_part47.wav,47,235,3:55,0.2743,Void,To_validate,
ml17_280a_0065_part4.wav,4,20,0:20,0.2743,Void,To_validate,
ml17_280a_0167_part52.wav,52,260,4:20,0.2742,Void,To_validate,
ml17_280a_0139_part9.wav,9,45,0:45,0.2742,Void,To_validate,
ml17_280a_0052_part44.wav,44,220,3:40,0.2741,Void,To_validate,
ml17_280a_0127_part23.wav,23,115,1:55,0.2741,Void,To_validate,
ml17_280a_0037_part12.wav,12,60,1:00,0.274,Void,To_validate,
ml17_280a_0163_part5.wav,5,25,0:25,0.274,Void,To_validate,
ml17_280a_0091_part7.wav,7,35,0:35,0.274,Void,To_validate,
ml17_280a_0142_part16.wav,16,80,1:20,0.2738,Void,To_validate,
ml17_280a_0143_part1.wav,1,5,0:05,0.2737,Void,To_validate,
ml17_280a_0091_part21.wav,21,105,1:45,0.2737,Void,To_validate,
ml17_280a_0106_part44.wav,44,220,3:40,0.2737,Void,To_validate,
ml17_280a_0084_part31.wav,31,155,2:35,0.2736,Void,To_validate,
ml17_280a_0124_part5.wav,5,25,0:25,0.2736,Void,To_validate,
ml17_280a_0143_part53.wav,53,265,4:25,0.2734,Void,To_validate,
ml17_280a_0011_part34.wav,34,170,2:50,0.2734,Void,To_validate,
ml17_280a_0033_part27.wav,27,135,2:15,0.2734,Void,To_validate,
ml17_280a_0161_part16.wav,16,80,1:20,0.2733,Void,To_validate,
ml17_280a_0063_part57.wav,57,285,4:45,0.2733,Void,To_validate,
ml17_280a_0166_part27.wav,27,135,2:15,0.2732,Void,To_validate,
ml17_280a_0067_part2.wav,2,10,0:10,0.2731,Void,To_validate,
ml17_280a_0145_part56.wav,56,280,4:40,0.273,Void,To_validate,
ml17_280a_0052_part12.wav,12,60,1:00,0.273,Void,To_validate,
ml17_280a_0103_part32.wav,32,160,2:40,0.2726,Void,To_validate,
ml17_280a_0144_part12.wav,12,60,1:00,0.2726,Void,To_validate,
ml17_280a_0059_part20.wav,20,100,1:40,0.2726,Void,To_validate,
ml17_280a_0145_part2.wav,2,10,0:10,0.2725,Void,To_validate,
ml17_280a_0037_part28.wav,28,140,2:20,0.2725,Void,To_validate,
ml17_280a_0036_part0.wav,0,0,0:00,0.2724,Void,To_validate,
ml17_280a_0137_part40.wav,40,200,3:20,0.2724,Void,To_validate,
ml17_280a_0032_part40.wav,40,200,3:20,0.2723,Void,To_validate,
ml17_280a_0162_part63.wav,63,315,5:15,0.2722,Void,To_validate,
ml17_280a_0101_part30.wav,30,150,2:30,0.2722,Void,To_validate,
ml17_280a_0076_part1.wav,1,5,0:05,0.2722,Void,To_validate,
ml17_280a_0175_part21.wav,21,105,1:45,0.2721,Void,To_validate,
ml17_280a_0038_part6.wav,6,30,0:30,0.272,Void,To_validate,
ml17_280a_0064_part15.wav,15,75,1:15,0.2719,Void,To_validate,
ml17_280a_0143_part10.wav,10,50,0:50,0.2719,Void,To_validate,
ml17_280a_0088_part30.wav,30,150,2:30,0.2718,Void,To_validate,
ml17_280a_0176_part14.wav,14,70,1:10,0.2718,Void,To_validate,
ml17_280a_0146_part37.wav,37,185,3:05,0.2718,Void,To_validate,
ml17_280a_0125_part21.wav,21,105,1:45,0.2717,Void,To_validate,
ml17_280a_0014_part48.wav,48,240,4:00,0.2716,Void,To_validate,
ml17_280a_0048_part16.wav,16,80,1:20,0.2715,Void,To_validate,
ml17_280a_0163_part1.wav,1,5,0:05,0.2715,Void,To_validate,
ml17_280a_0142_part24.wav,24,120,2:00,0.2715,Void,To_validate,
ml17_280a_0153_part1.wav,1,5,0:05,0.2714,Void,To_validate,
ml17_280a_0123_part4.wav,4,20,0:20,0.2714,Void,To_validate,
ml17_280a_0154_part39.wav,39,195,3:15,0.2713,Void,To_validate,
ml17_280a_0029_part25.wav,25,125,2:05,0.2713,Void,To_validate,
ml17_280a_0121_part3.wav,3,15,0:15,0.2712,Void,To_validate,
ml17_280a_0126_part19.wav,19,95,1:35,0.2711,Void,To_validate,
ml17_280a_0037_part4.wav,4,20,0:20,0.2711,Void,To_validate,
ml17_280a_0103_part5.wav,5,25,0:25,0.2711,Void,To_validate,
ml17_280a_0041_part3.wav,3,15,0:15,0.271,Void,To_validate,
ml17_280a_0006_part28.wav,28,140,2:20,0.271,Void,To_validate,
ml17_280a_0139_part60.wav,60,300,5:00,0.2709,Void,To_validate,
ml17_280a_0040_part5.wav,5,25,0:25,0.2708,Void,To_validate,
ml17_280a_0030_part0.wav,0,0,0:00,0.2707,Void,To_validate,
ml17_280a_0002_part52.wav,52,260,4:20,0.2707,Void,To_validate,
ml17_280a_0146_part0.wav,0,0,0:00,0.2707,Void,To_validate,
ml17_280a_0150_part22.wav,22,110,1:50,0.2706,Void,To_validate,
ml17_280a_0009_part36.wav,36,180,3:00,0.2706,Void,To_validate,
ml17_280a_0038_part61.wav,61,305,5:05,0.2706,Void,To_validate,
ml17_280a_0049_part38.wav,38,190,3:10,0.2705,Void,To_validate,
ml17_280a_0073_part13.wav,13,65,1:05,0.2705,Void,To_validate,
ml17_280a_0039_part38.wav,38,190,3:10,0.2704,Void,To_validate,
ml17_280a_0157_part4.wav,4,20,0:20,0.2703,Void,To_validate,
ml17_280a_0159_part9.wav,9,45,0:45,0.2702,Void,To_validate,
ml17_280a_0142_part62.wav,62,310,5:10,0.2701,Void,To_validate,
ml17_280a_0019_part14.wav,14,70,1:10,0.2701,Void,To_validate,
ml17_280a_0139_part15.wav,15,75,1:15,0.2701,Void,To_validate,
ml17_280a_0025_part62.wav,62,310,5:10,0.27,Void,To_validate,
ml17_280a_0014_part47.wav,47,235,3:55,0.27,Void,To_validate,
ml17_280a_0127_part20.wav,20,100,1:40,0.27,Void,To_validate,
ml17_280a_0013_part15.wav,15,75,1:15,0.27,Void,To_validate,
ml17_280a_0156_part7.wav,7,35,0:35,0.2699,Void,To_validate,
ml17_280a_0037_part21.wav,21,105,1:45,0.2698,Void,To_validate,
ml17_280a_0105_part16.wav,16,80,1:20,0.2698,Void,To_validate,
ml17_280a_0085_part60.wav,60,300,5:00,0.2697,Void,To_validate,
ml17_280a_0157_part3.wav,3,15,0:15,0.2696,Void,To_validate,
ml17_280a_0036_part2.wav,2,10,0:10,0.2696,Void,To_validate,
ml17_280a_0085_part17.wav,17,85,1:25,0.2696,Void,To_validate,
ml17_280a_0049_part11.wav,11,55,0:55,0.2696,Void,To_validate,
ml17_280a_0037_part15.wav,15,75,1:15,0.2696,Void,To_validate,
ml17_280a_0144_part10.wav,10,50,0:50,0.2695,Void,To_validate,
ml17_280a_0022_part46.wav,46,230,3:50,0.2695,Void,To_validate,
ml17_280a_0001_part6.wav,6,30,0:30,0.2695,Void,To_validate,
ml17_280a_0095_part40.wav,40,200,3:20,0.2695,Void,To_validate,
ml17_280a_0034_part41.wav,41,205,3:25,0.2694,Void,To_validate,
ml17_280a_0006_part18.wav,18,90,1:30,0.2694,Void,To_validate,
ml17_280a_0038_part52.wav,52,260,4:20,0.2694,Void,To_validate,
ml17_280a_0064_part46.wav,46,230,3:50,0.2694,Void,To_validate,
ml17_280a_0118_part38.wav,38,190,3:10,0.2694,Void,To_validate,
ml17_280a_0064_part34.wav,34,170,2:50,0.2693,Void,To_validate,
ml17_280a_0048_part50.wav,50,250,4:10,0.2692,Void,To_validate,
ml17_280a_0069_part50.wav,50,250,4:10,0.2691,Void,To_validate,
ml17_280a_0015_part6.wav,6,30,0:30,0.2691,Void,To_validate,
ml17_280a_0149_part9.wav,9,45,0:45,0.2691,Void,To_validate,
ml17_280a_0139_part1.wav,1,5,0:05,0.269,Void,To_validate,
ml17_280a_0009_part12.wav,12,60,1:00,0.269,Void,To_validate,
ml17_280a_0027_part35.wav,35,175,2:55,0.269,Void,To_validate,
ml17_280a_0059_part56.wav,56,280,4:40,0.269,Void,To_validate,
ml17_280a_0093_part18.wav,18,90,1:30,0.2689,Void,To_validate,
ml17_280a_0068_part0.wav,0,0,0:00,0.2689,Void,To_validate,
ml17_280a_0165_part2.wav,2,10,0:10,0.2689,Void,To_validate,
ml17_280a_0050_part9.wav,9,45,0:45,0.2689,Void,To_validate,
ml17_280a_0102_part22.wav,22,110,1:50,0.2689,Void,To_validate,
ml17_280a_0101_part7.wav,7,35,0:35,0.2688,Void,To_validate,
ml17_280a_0133_part1.wav,1,5,0:05,0.2688,Void,To_validate,
ml17_280a_0008_part52.wav,52,260,4:20,0.2688,Void,To_validate,
ml17_280a_0065_part29.wav,29,145,2:25,0.2688,Void,To_validate,
ml17_280a_0104_part15.wav,15,75,1:15,0.2687,Void,To_validate,
ml17_280a_0071_part44.wav,44,220,3:40,0.2686,Void,To_validate,
ml17_280a_0090_part3.wav,3,15,0:15,0.2686,Void,To_validate,
ml17_280a_0031_part8.wav,8,40,0:40,0.2686,Void,To_validate,
ml17_280a_0141_part48.wav,48,240,4:00,0.2685,Void,To_validate,
ml17_280a_0069_part27.wav,27,135,2:15,0.2685,Void,To_validate,
ml17_280a_0167_part15.wav,15,75,1:15,0.2685,Void,To_validate,
ml17_280a_0152_part26.wav,26,130,2:10,0.2685,Void,To_validate,
ml17_280a_0089_part19.wav,19,95,1:35,0.2685,Void,To_validate,
ml17_280a_0164_part44.wav,44,220,3:40,0.2684,Void,To_validate,
ml17_280a_0006_part21.wav,21,105,1:45,0.2683,Void,To_validate,
ml17_280a_0154_part16.wav,16,80,1:20,0.2683,Void,To_validate,
ml17_280a_0020_part53.wav,53,265,4:25,0.2683,Void,To_validate,
ml17_280a_0072_part36.wav,36,180,3:00,0.2682,Void,To_validate,
ml17_280a_0152_part56.wav,56,280,4:40,0.2681,Void,To_validate,
ml17_280a_0099_part33.wav,33,165,2:45,0.2681,Void,To_validate,
ml17_280a_0174_part10.wav,10,50,0:50,0.2681,Void,To_validate,
ml17_280a_0050_part8.wav,8,40,0:40,0.2679,Void,To_validate,
ml17_280a_0018_part4.wav,4,20,0:20,0.2679,Void,To_validate,
ml17_280a_0131_part11.wav,11,55,0:55,0.2678,Void,To_validate,
ml17_280a_0050_part2.wav,2,10,0:10,0.2678,Void,To_validate,
ml17_280a_0094_part1.wav,1,5,0:05,0.2677,Void,To_validate,
ml17_280a_0008_part59.wav,59,295,4:55,0.2677,Void,To_validate,
ml17_280a_0129_part61.wav,61,305,5:05,0.2677,Void,To_validate,
ml17_280a_0033_part62.wav,62,310,5:10,0.2677,Void,To_validate,
ml17_280a_0135_part23.wav,23,115,1:55,0.2677,Void,To_validate,
ml17_280a_0046_part34.wav,34,170,2:50,0.2677,Void,To_validate,
ml17_280a_0103_part43.wav,43,215,3:35,0.2676,Void,To_validate,
ml17_280a_0020_part19.wav,19,95,1:35,0.2676,Void,To_validate,
ml17_280a_0014_part30.wav,30,150,2:30,0.2675,Void,To_validate,
ml17_280a_0095_part46.wav,46,230,3:50,0.2675,Void,To_validate,
ml17_280a_0106_part22.wav,22,110,1:50,0.2675,Void,To_validate,
ml17_280a_0039_part49.wav,49,245,4:05,0.2674,Void,To_validate,
ml17_280a_0137_part47.wav,47,235,3:55,0.2674,Void,To_validate,
ml17_280a_0142_part51.wav,51,255,4:15,0.2673,Void,To_validate,
ml17_280a_0086_part9.wav,9,45,0:45,0.2672,Void,To_validate,
ml17_280a_0032_part57.wav,57,285,4:45,0.2672,Void,To_validate,
ml17_280a_0021_part10.wav,10,50,0:50,0.2672,Void,To_validate,
ml17_280a_0068_part11.wav,11,55,0:55,0.2671,Void,To_validate,
ml17_280a_0012_part60.wav,60,300,5:00,0.267,Void,To_validate,
ml17_280a_0167_part8.wav,8,40,0:40,0.267,Void,To_validate,
ml17_280a_0040_part13.wav,13,65,1:05,0.267,Void,To_validate,
ml17_280a_0005_part51.wav,51,255,4:15,0.2669,Void,To_validate,
ml17_280a_0145_part64.wav,64,320,5:20,0.2668,Void,To_validate,
ml17_280a_0045_part11.wav,11,55,0:55,0.2668,Void,To_validate,
ml17_280a_0123_part0.wav,0,0,0:00,0.2668,Void,To_validate,
ml17_280a_0038_part18.wav,18,90,1:30,0.2667,Void,To_validate,
ml17_280a_0153_part55.wav,55,275,4:35,0.2667,Void,To_validate,
ml17_280a_0143_part5.wav,5,25,0:25,0.2666,Void,To_validate,
ml17_280a_0101_part24.wav,24,120,2:00,0.2666,Void,To_validate,
ml17_280a_0137_part38.wav,38,190,3:10,0.2666,Void,To_validate,
ml17_280a_0144_part29.wav,29,145,2:25,0.2665,Void,To_validate,
ml17_280a_0146_part12.wav,12,60,1:00,0.2663,Void,To_validate,
ml17_280a_0131_part7.wav,7,35,0:35,0.2663,Void,To_validate,
ml17_280a_0109_part7.wav,7,35,0:35,0.2662,Void,To_validate,
ml17_280a_0018_part2.wav,2,10,0:10,0.2661,Void,To_validate,
ml17_280a_0062_part5.wav,5,25,0:25,0.266,Void,To_validate,
ml17_280a_0060_part58.wav,58,290,4:50,0.266,Void,To_validate,
ml17_280a_0153_part36.wav,36,180,3:00,0.266,Void,To_validate,
ml17_280a_0102_part8.wav,8,40,0:40,0.266,Void,To_validate,
ml17_280a_0006_part9.wav,9,45,0:45,0.266,Void,To_validate,
ml17_280a_0085_part61.wav,61,305,5:05,0.2658,Void,To_validate,
ml17_280a_0037_part42.wav,42,210,3:30,0.2658,Void,To_validate,
ml17_280a_0130_part0.wav,0,0,0:00,0.2658,Void,To_validate,
ml17_280a_0091_part32.wav,32,160,2:40,0.2658,Void,To_validate,
ml17_280a_0085_part44.wav,44,220,3:40,0.2658,Void,To_validate,
ml17_280a_0144_part39.wav,39,195,3:15,0.2658,Void,To_validate,
ml17_280a_0022_part40.wav,40,200,3:20,0.2658,Void,To_validate,
ml17_280a_0033_part19.wav,19,95,1:35,0.2657,Void,To_validate,
ml17_280a_0110_part39.wav,39,195,3:15,0.2657,Void,To_validate,
ml17_280a_0032_part20.wav,20,100,1:40,0.2657,Void,To_validate,
ml17_280a_0005_part34.wav,34,170,2:50,0.2657,Void,To_validate,
ml17_280a_0144_part16.wav,16,80,1:20,0.2655,Void,To_validate,
ml17_280a_0019_part16.wav,16,80,1:20,0.2655,Void,To_validate,
ml17_280a_0159_part15.wav,15,75,1:15,0.2654,Void,To_validate,
ml17_280a_0010_part40.wav,40,200,3:20,0.2654,Void,To_validate,
ml17_280a_0145_part13.wav,13,65,1:05,0.2653,Void,To_validate,
ml17_280a_0165_part29.wav,29,145,2:25,0.2652,Void,To_validate,
ml17_280a_0053_part23.wav,23,115,1:55,0.2651,Void,To_validate,
ml17_280a_0090_part8.wav,8,40,0:40,0.265,Void,To_validate,
ml17_280a_0072_part2.wav,2,10,0:10,0.2649,Void,To_validate,
ml17_280a_0088_part4.wav,4,20,0:20,0.2648,Void,To_validate,
ml17_280a_0119_part41.wav,41,205,3:25,0.2648,Void,To_validate,
ml17_280a_0069_part23.wav,23,115,1:55,0.2647,Void,To_validate,
ml17_280a_0039_part46.wav,46,230,3:50,0.2647,Void,To_validate,
ml17_280a_0053_part38.wav,38,190,3:10,0.2647,Void,To_validate,
ml17_280a_0077_part11.wav,11,55,0:55,0.2647,Void,To_validate,
ml17_280a_0142_part29.wav,29,145,2:25,0.2646,Void,To_validate,
ml17_280a_0125_part58.wav,58,290,4:50,0.2646,Void,To_validate,
ml17_280a_0016_part19.wav,19,95,1:35,0.2646,Void,To_validate,
ml17_280a_0157_part0.wav,0,0,0:00,0.2645,Void,To_validate,
ml17_280a_0013_part13.wav,13,65,1:05,0.2644,Void,To_validate,
ml17_280a_0123_part3.wav,3,15,0:15,0.2644,Void,To_validate,
ml17_280a_0052_part55.wav,55,275,4:35,0.2644,Void,To_validate,
ml17_280a_0032_part35.wav,35,175,2:55,0.2643,Void,To_validate,
ml17_280a_0103_part49.wav,49,245,4:05,0.2643,Void,To_validate,
ml17_280a_0087_part63.wav,63,315,5:15,0.2643,Void,To_validate,
ml17_280a_0157_part14.wav,14,70,1:10,0.2642,Void,To_validate,
ml17_280a_0078_part8.wav,8,40,0:40,0.2642,Void,To_validate,
ml17_280a_0118_part33.wav,33,165,2:45,0.2642,Void,To_validate,
ml17_280a_0073_part11.wav,11,55,0:55,0.2642,Void,To_validate,
ml17_280a_0038_part66.wav,66,330,5:30,0.2642,Void,To_validate,
ml17_280a_0033_part43.wav,43,215,3:35,0.2641,Void,To_validate,
ml17_280a_0053_part48.wav,48,240,4:00,0.264,Void,To_validate,
ml17_280a_0160_part6.wav,6,30,0:30,0.264,Void,To_validate,
ml17_280a_0175_part13.wav,13,65,1:05,0.2639,Void,To_validate,
ml17_280a_0051_part7.wav,7,35,0:35,0.2639,Void,To_validate,
ml17_280a_0135_part22.wav,22,110,1:50,0.2639,Void,To_validate,
ml17_280a_0011_part23.wav,23,115,1:55,0.2638,Void,To_validate,
ml17_280a_0085_part20.wav,20,100,1:40,0.2638,Void,To_validate,
ml17_280a_0028_part14.wav,14,70,1:10,0.2637,Void,To_validate,
ml17_280a_0099_part66.wav,66,330,5:30,0.2637,Void,To_validate,
ml17_280a_0069_part17.wav,17,85,1:25,0.2637,Void,To_validate,
ml17_280a_0036_part35.wav,35,175,2:55,0.2637,Void,To_validate,
ml17_280a_0026_part7.wav,7,35,0:35,0.2637,Void,To_validate,
ml17_280a_0163_part21.wav,21,105,1:45,0.2636,Void,To_validate,
ml17_280a_0025_part25.wav,25,125,2:05,0.2636,Void,To_validate,
ml17_280a_0058_part5.wav,5,25,0:25,0.2635,Void,To_validate,
ml17_280a_0071_part15.wav,15,75,1:15,0.2635,Void,To_validate,
ml17_280a_0158_part2.wav,2,10,0:10,0.2634,Void,To_validate,
ml17_280a_0064_part5.wav,5,25,0:25,0.2634,Void,To_validate,
ml17_280a_0003_part38.wav,38,190,3:10,0.2634,Void,To_validate,
ml17_280a_0142_part6.wav,6,30,0:30,0.2634,Void,To_validate,
ml17_280a_0011_part27.wav,27,135,2:15,0.2633,Void,To_validate,
ml17_280a_0019_part19.wav,19,95,1:35,0.2633,Void,To_validate,
ml17_280a_0163_part24.wav,24,120,2:00,0.2632,Void,To_validate,
ml17_280a_0002_part53.wav,53,265,4:25,0.2631,Void,To_validate,
ml17_280a_0093_part55.wav,55,275,4:35,0.2631,Void,To_validate,
ml17_280a_0158_part7.wav,7,35,0:35,0.2631,Void,To_validate,
ml17_280a_0066_part2.wav,2,10,0:10,0.263,Void,To_validate,
ml17_280a_0093_part27.wav,27,135,2:15,0.263,Void,To_validate,
ml17_280a_0035_part60.wav,60,300,5:00,0.263,Void,To_validate,
ml17_280a_0160_part8.wav,8,40,0:40,0.2629,Void,To_validate,
ml17_280a_0064_part59.wav,59,295,4:55,0.2629,Void,To_validate,
ml17_280a_0037_part9.wav,9,45,0:45,0.2628,Void,To_validate,
ml17_280a_0153_part56.wav,56,280,4:40,0.2628,Void,To_validate,
ml17_280a_0085_part62.wav,62,310,5:10,0.2627,Void,To_validate,
ml17_280a_0079_part27.wav,27,135,2:15,0.2627,Void,To_validate,
ml17_280a_0054_part36.wav,36,180,3:00,0.2627,Void,To_validate,
ml17_280a_0060_part44.wav,44,220,3:40,0.2624,Void,To_validate,
ml17_280a_0114_part64.wav,64,320,5:20,0.2623,Void,To_validate,
ml17_280a_0027_part48.wav,48,240,4:00,0.2622,Void,To_validate,
ml17_280a_0033_part28.wav,28,140,2:20,0.2622,Void,To_validate,
ml17_280a_0120_part37.wav,37,185,3:05,0.2622,Void,To_validate,
ml17_280a_0093_part63.wav,63,315,5:15,0.2621,Void,To_validate,
ml17_280a_0152_part22.wav,22,110,1:50,0.2621,Void,To_validate,
ml17_280a_0119_part64.wav,64,320,5:20,0.2621,Void,To_validate,
ml17_280a_0139_part37.wav,37,185,3:05,0.262,Void,To_validate,
ml17_280a_0175_part5.wav,5,25,0:25,0.2619,Void,To_validate,
ml17_280a_0114_part18.wav,18,90,1:30,0.2619,Void,To_validate,
ml17_280a_0164_part59.wav,59,295,4:55,0.2619,Void,To_validate,
ml17_280a_0158_part12.wav,12,60,1:00,0.2619,Void,To_validate,
ml17_280a_0145_part54.wav,54,270,4:30,0.2619,Void,To_validate,
ml17_280a_0058_part30.wav,30,150,2:30,0.2618,Void,To_validate,
ml17_280a_0166_part49.wav,49,245,4:05,0.2618,Void,To_validate,
ml17_280a_0012_part14.wav,14,70,1:10,0.2617,Void,To_validate,
ml17_280a_0150_part13.wav,13,65,1:05,0.2617,Void,To_validate,
ml17_280a_0067_part10.wav,10,50,0:50,0.2617,Void,To_validate,
ml17_280a_0149_part11.wav,11,55,0:55,0.2617,Void,To_validate,
ml17_280a_0065_part53.wav,53,265,4:25,0.2616,Void,To_validate,
ml17_280a_0149_part6.wav,6,30,0:30,0.2616,Void,To_validate,
ml17_280a_0035_part12.wav,12,60,1:00,0.2616,Void,To_validate,
ml17_280a_0077_part49.wav,49,245,4:05,0.2615,Void,To_validate,
ml17_280a_0073_part46.wav,46,230,3:50,0.2615,Void,To_validate,
ml17_280a_0137_part36.wav,36,180,3:00,0.2614,Void,To_validate,
ml17_280a_0134_part18.wav,18,90,1:30,0.2614,Void,To_validate,
ml17_280a_0142_part36.wav,36,180,3:00,0.2613,Void,To_validate,
ml17_280a_0089_part40.wav,40,200,3:20,0.2613,Void,To_validate,
ml17_280a_0166_part12.wav,12,60,1:00,0.2612,Void,To_validate,
ml17_280a_0017_part27.wav,27,135,2:15,0.2612,Void,To_validate,
ml17_280a_0041_part13.wav,13,65,1:05,0.2612,Void,To_validate,
ml17_280a_0039_part51.wav,51,255,4:15,0.2612,Void,To_validate,
ml17_280a_0032_part50.wav,50,250,4:10,0.2611,Void,To_validate,
ml17_280a_0013_part17.wav,17,85,1:25,0.2611,Void,To_validate,
ml17_280a_0035_part54.wav,54,270,4:30,0.261,Void,To_validate,
ml17_280a_0037_part22.wav,22,110,1:50,0.2609,Void,To_validate,
ml17_280a_0022_part13.wav,13,65,1:05,0.2608,Void,To_validate,
ml17_280a_0012_part2.wav,2,10,0:10,0.2608,Void,To_validate,
ml17_280a_0030_part19.wav,19,95,1:35,0.2607,Void,To_validate,
ml17_280a_0162_part8.wav,8,40,0:40,0.2607,Void,To_validate,
ml17_280a_0069_part20.wav,20,100,1:40,0.2607,Void,To_validate,
ml17_280a_0040_part55.wav,55,275,4:35,0.2607,Void,To_validate,
ml17_280a_0114_part43.wav,43,215,3:35,0.2606,Void,To_validate,
ml17_280a_0068_part8.wav,8,40,0:40,0.2606,Void,To_validate,
ml17_280a_0090_part15.wav,15,75,1:15,0.2606,Void,To_validate,
ml17_280a_0119_part0.wav,0,0,0:00,0.2606,Void,To_validate,
ml17_280a_0103_part6.wav,6,30,0:30,0.2606,Void,To_validate,
ml17_280a_0132_part4.wav,4,20,0:20,0.2605,Void,To_validate,
ml17_280a_0135_part1.wav,1,5,0:05,0.2605,Void,To_validate,
ml17_280a_0006_part33.wav,33,165,2:45,0.2605,Void,To_validate,
ml17_280a_0120_part12.wav,12,60,1:00,0.2604,Void,To_validate,
ml17_280a_0005_part6.wav,6,30,0:30,0.2604,Void,To_validate,
ml17_280a_0092_part7.wav,7,35,0:35,0.2604,Void,To_validate,
ml17_280a_0034_part31.wav,31,155,2:35,0.2604,Void,To_validate,
ml17_280a_0155_part2.wav,2,10,0:10,0.2603,Void,To_validate,
ml17_280a_0009_part24.wav,24,120,2:00,0.2602,Void,To_validate,
ml17_280a_0006_part3.wav,3,15,0:15,0.2601,Void,To_validate,
ml17_280a_0039_part58.wav,58,290,4:50,0.2601,Void,To_validate,
ml17_280a_0137_part44.wav,44,220,3:40,0.2601,Void,To_validate,
ml17_280a_0079_part25.wav,25,125,2:05,0.2601,Void,To_validate,
ml17_280a_0128_part16.wav,16,80,1:20,0.2601,Void,To_validate,
ml17_280a_0117_part4.wav,4,20,0:20,0.26,Void,To_validate,
ml17_280a_0030_part21.wav,21,105,1:45,0.2599,Void,To_validate,
ml17_280a_0097_part33.wav,33,165,2:45,0.2599,Void,To_validate,
ml17_280a_0145_part52.wav,52,260,4:20,0.2599,Void,To_validate,
ml17_280a_0071_part2.wav,2,10,0:10,0.2599,Void,To_validate,
ml17_280a_0129_part66.wav,66,330,5:30,0.2599,Void,To_validate,
ml17_280a_0163_part10.wav,10,50,0:50,0.2598,Void,To_validate,
ml17_280a_0167_part11.wav,11,55,0:55,0.2597,Void,To_validate,
ml17_280a_0134_part8.wav,8,40,0:40,0.2597,Void,To_validate,
ml17_280a_0023_part66.wav,66,330,5:30,0.2596,Void,To_validate,
ml17_280a_0154_part0.wav,0,0,0:00,0.2596,Void,To_validate,
ml17_280a_0101_part14.wav,14,70,1:10,0.2595,Void,To_validate,
ml17_280a_0106_part45.wav,45,225,3:45,0.2595,Void,To_validate,
ml17_280a_0084_part58.wav,58,290,4:50,0.2594,Void,To_validate,
ml17_280a_0042_part20.wav,20,100,1:40,0.2594,Void,To_validate,
ml17_280a_0087_part64.wav,64,320,5:20,0.2594,Void,To_validate,
ml17_280a_0086_part19.wav,19,95,1:35,0.2594,Void,To_validate,
ml17_280a_0146_part7.wav,7,35,0:35,0.2593,Void,To_validate,
ml17_280a_0033_part17.wav,17,85,1:25,0.2592,Void,To_validate,
ml17_280a_0072_part27.wav,27,135,2:15,0.2591,Void,To_validate,
ml17_280a_0014_part15.wav,15,75,1:15,0.2591,Void,To_validate,
ml17_280a_0012_part31.wav,31,155,2:35,0.2591,Void,To_validate,
ml17_280a_0032_part13.wav,13,65,1:05,0.2591,Void,To_validate,
ml17_280a_0084_part57.wav,57,285,4:45,0.259,Void,To_validate,
ml17_280a_0153_part4.wav,4,20,0:20,0.259,Void,To_validate,
ml17_280a_0174_part16.wav,16,80,1:20,0.259,Void,To_validate,
