Source Audio,Part,Début (sec),Début (min:sec),Distance,Status
ml17_280a_0088_part154.wav,154,770,12:50,0.0816,RAS
ml19_292a_0030_part42.wav,42,210,3:30,0.0808,RAS
ml19_292a_0030_part66.wav,66,330,5:30,0.0805,RAS
ml19_293a_0015_part25.wav,25,125,2:05,0.079,RAS
ml17_280a_0088_part80.wav,80,400,6:40,0.0786,RAS
ml19_292a_0007_part13.wav,13,65,1:05,0.0773,RAS
ml17_280a_0088_part117.wav,117,585,9:45,0.0767,RAS
ml19_292a_0030_part15.wav,15,75,1:15,0.0756,RAS
ml17_280a_0088_part110.wav,110,550,9:10,0.075,RAS
ml17_280a_0088_part39.wav,39,195,3:15,0.0746,RAS
ml19_293a_0015_part38.wav,38,190,3:10,0.0704,RAS
ml19_292a_0030_part23.wav,23,115,1:55,0.0685,RAS
